user id,Age,Urbain,"Casual, Urbancool, Streetwear","Chic, Smart, Working Girl","Rock, Gothique","Engagée, Made in France",Fatale,"Bohême, Romantique","Vintage, Kawaii",Inconnu,access_brand,mass_brand,premium_brand,hdg_brand,prestige_brand,luxe_brand,bio_brand,access_mode,mass_mode,premium_mode,hdg_mode,prestige_mode,luxe_mode,vintage_mode,eco_responsable_mode,like_price,dislike_price,like_Naturel,dislike_Naturel,like_Synthetique,dislike_Synthetique,like_Ecolabel,dislike_Ecolabel,like_vif,dislike_vif,like_neutre,dislike_neutre,cluster
4080,20.0,0,2,1,0,0,1,2,0,0,0,0,1,0,2,0,4,0,6,2,0,0,0,0,0,1849.625,0.0,10,0,0,0,6,0,7,0,3,0,1
4081,22.0,0,3,1,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,1,2,0,0,1857.7368421052631,1818.8,7,3,0,0,4,2,6,1,1,2,1
4082,20.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2007.1333333333334,1587.111111111111,7,3,0,0,4,2,3,4,1,2,1
4083,20.0,0,2,3,1,0,1,1,0,0,0,4,0,0,3,1,0,16,19,11,4,3,8,0,0,1849.625,0.0,10,0,0,0,6,0,7,0,3,0,3
4084,24.0,0,0,3,1,0,1,1,1,0,0,6,1,0,3,6,4,9,13,10,1,0,3,0,0,1843.0869565217392,2000.0,9,1,0,0,6,0,7,0,2,1,1
4086,24.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839.0,1862.1818181818182,6,4,0,0,3,3,3,4,1,2,1
4087,34.0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2892.035714285714,3725.5833333333335,7,3,0,0,15,19,5,2,3,0,1
4088,49.0,0,1,1,0,1,0,0,0,0,0,1,2,3,1,2,1,1,3,7,0,1,0,0,0,1975.7692307692307,1700.5454545454545,5,5,0,0,2,4,5,2,2,1,1
4091,23.0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,2005.0,762.0,8,2,0,0,4,2,5,2,3,0,1
4093,23.0,1,1,2,1,0,1,1,1,0,0,4,0,0,3,7,0,7,7,4,3,1,5,0,0,1737.6666666666667,2633.3333333333335,9,1,0,0,5,1,5,2,3,0,1
4094,22.0,0,2,2,0,0,1,1,1,0,0,4,0,0,2,3,0,1,1,1,0,0,2,0,0,1851.55,1840.0,10,0,0,0,5,1,5,2,3,0,1
4095,24.0,0,1,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1869.1739130434783,1400.0,10,0,0,0,5,1,7,0,3,0,1
4096,20.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1825.695652173913,2400.0,10,0,0,0,6,0,6,1,3,0,1
4098,24.0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821.3478260869565,2500.0,10,0,0,0,5,1,7,0,3,0,1
